Date,Open,High,Low,Close,
2025-12-08,155.773440174087,152.449170087139,148.151123914116,148.772325900061,
2025-12-09,148.772325900061,146.052468556195,142.879301655018,145.271768763048,
2025-12-10,145.271768763048,143.693579933891,139.764897103863,140.2517851469,
2025-12-11,140.2517851469,149.519447207481,139.143695117918,144.423911998448,
2025-12-12,144.423911998448,144.616988291377,143.93702395541,144.373544269858,
2025-12-15,144.373544269858,144.029364791159,142.148969590461,142.2916781548,
2025-12-16,142.2916781548,147.034639263702,139.076538146464,141.527767604517,
2025-12-17,141.527767604517,140.125865825425,135.785846545244,137.515138560171,
2025-12-18,137.515138560171,148.545671121406,130.707100579074,136.742833388456,
2025-12-19,136.742833388456,136.407048531188,131.504589615084,134.652572651966,
2025-12-22,134.652572651966,136.255945345418,128.927440835557,129.548642821501,
2025-12-23,129.548642821501,133.905451344546,128.658812949743,131.403854157904,
2025-12-24,131.403854157904,133.015621472787,125.334542862795,126.400659784619,
2025-12-25,126.400659784619,142.518332933455,131.622114315128,136.381864666893,
2025-12-26,136.381864666893,138.774331774924,134.77009735201,135.223406909321,
2025-12-29,135.223406909321,142.736593090679,138.463730781951,142.518332933455,
2025-12-30,142.518332933455,131.042885436341,126.711260777592,127.122597227744,
2025-12-31,127.122597227744,127.559117542192,126.618919941843,129.934795407359,
2026-01-01,129.934795407359,142.182548076188,138.849883367809,141.838368597489,
2026-01-02,141.838368597489,136.684071038434,132.125791601029,132.335657136821,
2026-01-05,132.335657136821,138.80791026065,133.939029830273,138.077578196094,
2026-01-06,138.077578196094,127.886507778028,126.979888663405,128.356606578202,
2026-01-07,128.356606578202,128.734364542628,127.130991849176,130.757468307664,
2026-01-09,130.757468307664,135.089092966414,130.522418907577,133.712375051617,
2026-01-12,133.712375051617,137.951658874619,133.57806110871,139.15208973935,
