Date,High,Low,
2025-12-29,56.245,55.27,
2025-12-30,55.64,55.17,
2025-12-31,55.42,54.93,
2026-01-02,55.99,54.88,
2026-01-05,57.55,56.14,
2026-01-06,57.41,56.75,
2026-01-07,56.805,55.44,
2026-01-08,56.58,55.47,
2026-01-09,56.61,55.79,
2026-01-12,55.445,54.73,
2026-01-13,55.52,54.3,
2026-01-14,53.48,51.66,
2026-01-15,53.0365,52.2297,
2026-01-16,53.38,52.245,
