Date,High,Low,
2026-06-12,130,119.5,
2026-06-15,132.8079,127.45,
2026-06-16,128.46,123.61,
2026-06-17,128.11,123.38,
2026-06-18,125.56,119.9,
2026-06-22,129.65,121.72,
2026-06-23,129.42,124.12,
2026-06-24,130.5,124.5,
2026-06-25,126.97,122.15,
2026-06-26,132.54,125.5,
2026-06-29,140.48,133.78,
2026-06-30,142.045,137.02,
2026-07-01,149.58,143.26,
2026-07-02,148.4799,145.0001,
