Date,High,Low,
2026-04-23,669.56,653.05,
2026-04-24,680.67,653.8401,
2026-04-27,682.5,671.31,
2026-04-28,678.18,665.625,
2026-04-29,675,621.51,
2026-04-30,619.92,600,
2026-05-01,618.19,606.11,
2026-05-04,614,602.7501,
2026-05-05,613.405,600.36,
2026-05-06,619.95,598.1,
2026-05-07,624.98,612.52,
2026-05-08,616.77,606.0601,
2026-05-11,604.8999,598.08,
2026-05-12,603.745,592.6,
2026-05-13,619.9,596.6601,
2026-05-14,623.73,615.27,
