Date,Open,High,Low,Close,
2026-03-24,136.564921320702,133.341906536129,124.055078679298,125.428992032978,
2026-03-25,125.428992032978,134.684829363035,130.428797019303,133.290255658171,
2026-03-26,133.290255658171,134.426574973245,129.716014903484,131.957663006857,
2026-03-27,131.957663006857,133.001010741607,129.354458757779,130.346155614571,
2026-03-30,130.346155614571,132.835727932142,130.242853858655,132.401860557295,
2026-03-31,132.401860557295,130.842004042966,129.736675254667,129.984599468865,
2026-04-01,129.984599468865,138.104117483848,135.191007967022,135.294309722938,
2026-04-02,135.294309722938,136.854166237267,125.656255895993,133.620821277102,
2026-04-03,133.620821277102,131.7820500218,127.34007451742,130.976296325657,
2026-04-06,130.976296325657,130.377146141345,127.577668556027,130.118891751556,
2026-04-07,130.118891751556,131.596106861152,122.433241111419,127.422715922153,
