Date,High,Low,
2026-06-25,5.22,4.99,
2026-06-26,5.218,5.04,
2026-06-29,5.19,5.02,
2026-06-30,5.2,4.88,
2026-07-01,5,4.8,
2026-07-02,5.11,4.93,
2026-07-06,5.14,4.93,
2026-07-07,5.17,4.91,
2026-07-08,5.2884,5.12,
2026-07-09,5.18,5.05,
2026-07-10,5.25,5.12,
2026-07-13,5.4399,5.185,
2026-07-14,5.48,5.25,
2026-07-15,5.355,5.1045,
2026-07-16,5.215,5.1,
