Date,Open,High,Low,Close,
2026-05-19,30.072880683552,32.657119316448,31.8052776930119,32.2072703692402,
2026-05-20,32.2072703692402,30.2355920048825,28.8573314006713,29.4028928898383,
2026-05-21,29.4028928898383,30.4748733597803,29.21146780592,32.3125541653952,
2026-05-22,32.3125541653952,160.557789136405,151.206673787,154.125906316753,
2026-05-25,154.125906316753,33.2792508391822,28.5414800122063,32.9825419591089,
2026-05-26,32.9825419591089,31.1831461702777,28.6467638083613,30.6567271895026,
2026-05-27,30.6567271895026,29.4220353982301,27.928919743668,28.5893362831858,
2026-05-28,28.5893362831858,28.7616188587122,27.4599282880684,28.4744812328349,
2026-05-29,28.4744812328349,157.609842844065,150.36440341776,151.618237717424,
2026-06-01,151.618237717424,32.9155431797376,27.708780897162,27.8140646933171,
2026-06-02,27.8140646933171,31.2980012206286,28.5319087580104,28.9434726884345,
