Date,High,Low,
2026-01-12,19.445,18.53,
2026-01-13,19.15,18.645,
2026-01-14,18.25,17.065,
2026-01-15,17.57,16.875,
2026-01-16,17.24,16.58,
2026-01-20,16.3,15.86,
2026-01-21,16.66,16.1,
2026-01-22,16.98,16.22,
2026-01-23,16.35,15.77,
2026-01-26,15.88,15.56,
2026-01-27,15.815,15.115,
2026-01-28,15.495,15.13,
2026-01-29,15.5551,14.8617,
2026-01-30,15.27,14.5,
2026-02-02,14.75,14.39,
