Date,High,Low,
2025-12-03,15.4,15,
2025-12-04,15.3,14.98,
2025-12-05,15.43,14.98,
2025-12-08,15.38,14.86,
2025-12-09,15.53,14.9,
2025-12-10,15.695,14.89,
2025-12-11,15.73,15.38,
2025-12-12,15.64,15.07,
2025-12-15,15.47,14.9,
2025-12-16,15.12,14.86,
2025-12-17,15.06,14.415,
2025-12-18,14.72,14.09,
2025-12-19,14.109,13.755,
2025-12-22,14.21,13.82,
2025-12-23,14.34,13.92,
