Date,High,Low,
2026-06-24,242.4199,232.95,
2026-06-25,230.85,225.8,
2026-06-26,233.05,226.125,
2026-06-29,252.525,235.96,
2026-06-30,241.54,237.41,
2026-07-01,244.9,234.9,
2026-07-02,246.72,241.08,
2026-07-06,246.04,240.88,
2026-07-07,248.93,242.7,
2026-07-08,244.25,240.52,
2026-07-09,247.5,238.25,
2026-07-10,251.03,244.41,
2026-07-13,249.65,245.3501,
2026-07-14,248.56,243.98,
2026-07-15,256.48,250.36,
