Date,High,Low,
2026-02-06,40.14,38.775,
2026-02-09,39.75,38.6607,
2026-02-10,39.99,38.425,
2026-02-11,38.335,36.925,
2026-02-12,37.61,35.53,
2026-02-13,37.1,36.13,
2026-02-17,37.98,36.57,
2026-02-18,39.195,38.12,
2026-02-19,38.595,37.51,
2026-02-20,38.2903,37.26,
2026-02-23,37.39,36.17,
2026-02-24,36.83,36.145,
2026-02-25,37.64,36.61,
2026-02-26,38.335,37.59,
2026-02-27,37.5,36.29,
