Date,High,Low,
2026-03-12,172.16,163.32,
2026-03-13,176.05,172.3901,
2026-03-16,177.25,174.6,
2026-03-17,176.799,172.52,
2026-03-18,171,164.9,
2026-03-19,165.25,161.85,
2026-03-20,164.63,161.83,
2026-03-23,164.96,162.44,
2026-03-24,167.5,161.82,
2026-03-25,165.99,163.0001,
2026-03-26,166,161.93,
2026-03-27,165.27,162.25,
2026-03-30,165.73,163.71,
2026-03-31,166.47,163.975,
2026-04-01,160.965,151.63,
2026-04-02,159.48,156.465,
