Date,High,Low,
2026-05-13,88.62,86.28,
2026-05-14,88.5,86.65,
2026-05-15,89.49,86.685,
2026-05-18,89.815,86.54,
2026-05-19,91.48,88.69,
2026-05-20,88.55,87.5,
2026-05-21,90.3699,87.5201,
2026-05-22,89.9699,88.17,
2026-05-26,88.73,87.25,
2026-05-27,88.495,86.82,
2026-05-28,87.04,85.585,
2026-05-29,86.67,85.66,
2026-06-01,87.225,85.315,
2026-06-02,85.735,83.22,
2026-06-03,83.23,81.1001,
