Date,High,Low,
2026-03-27,7.015,6.61,
2026-03-30,6.745,6.18,
2026-03-31,6.94,6.455,
2026-04-01,7.04,6.61,
2026-04-02,6.95,6.34,
2026-04-06,7.0791,6.7803,
2026-04-07,6.88,6.535,
2026-04-08,7.41,6.845,
2026-04-09,6.9499,6.75,
2026-04-10,7.28,6.87,
2026-04-13,7.3,6.78,
2026-04-14,8.33,7.522,
2026-04-15,9.71,8.41,
2026-04-16,9.79,9.01,
2026-04-17,9.905,9.345,
