Date,High,Low,
2026-02-18,19.02,17.23,
2026-02-19,20.27,17.91,
2026-02-20,19.9699,17.91,
2026-02-23,17.74,16.61,
2026-02-24,18.05,16.41,
2026-02-25,18.56,17.61,
2026-02-26,19.1581,17.53,
2026-02-27,19.15,17.13,
2026-03-02,21.23,18.61,
2026-03-03,21.175,18.68,
2026-03-04,21.75,19.842,
2026-03-05,21.45,19.94,
2026-03-06,21.6,19.88,
2026-03-09,21.85,19.36,
2026-03-10,23.12,21.12,
2026-03-11,25.22,22.96,
