Date,High,Low,
2025-12-03,98.25,95.885,
2025-12-04,98.69,94.5,
2025-12-05,95.85,94.575,
2025-12-08,96.43,94.873,
2025-12-09,97.19,95.53,
2025-12-10,100.11,97.1,
2025-12-11,101.2,99,
2025-12-12,101.66,100.02,
2025-12-15,101.26,99.75,
2025-12-16,100.68,99.12,
2025-12-17,101.4,99.91,
2025-12-18,102.89,101.185,
2025-12-19,102.19,100.12,
2025-12-22,102,100.03,
2025-12-23,100.9,99.88,
