Date,High,Low,
2026-05-21,227.3999,217.93,
2026-05-22,220.79,214.8,
2026-05-26,218.18,212,
2026-05-27,213.32,208.78,
2026-05-28,215.5191,211.51,
2026-05-29,217.8599,211.14,
2026-06-01,224.99,216.84,
2026-06-02,232.09,221.35,
2026-06-03,222.785,213.24,
2026-06-04,221.6,210.97,
2026-06-05,214.5,204.1,
2026-06-08,210.37,206,
2026-06-09,211.37,199.34,
2026-06-10,207.22,199.33,
2026-06-11,205.77,199.54,
