Date,High,Low,
2026-06-09,398.96,389.5,
2026-06-10,398.515,384.5,
2026-06-11,397.37,386.23,
2026-06-12,403.45,396.98,
2026-06-15,410.98,399.26,
2026-06-16,400.365,387.5,
2026-06-17,404.07,393.72,
2026-06-18,403.26,395,
2026-06-22,394.99,383.2,
2026-06-23,390.36,381.43,
2026-06-24,392.63,382.17,
2026-06-25,388.245,378,
2026-06-26,380.61,372.1,
2026-06-29,382.215,373.81,
2026-06-30,373.37,367.38,
