Date,High,Low,
2026-03-11,7.53,6.9,
2026-03-12,7.22,6.82,
2026-03-13,7.1,6.7739,
2026-03-16,7.19,6.76,
2026-03-17,7.11,6.69,
2026-03-18,6.925,6.65,
2026-03-19,7.015,6.61,
2026-03-20,6.79,6.31,
2026-03-23,6.76,6.44,
2026-03-24,6.555,6.16,
2026-03-25,6.52,5.9642,
2026-03-26,6.285,6,
2026-03-27,6.205,5.87,
2026-03-30,6.39,6.135,
2026-03-31,6.585,6.24,
2026-04-01,6.66,6.19,
