Date,Open,High,Low,Close,
2026-04-21,171.609000085671,166.933985414436,164.200899914329,164.550241669981,
2026-04-22,164.550241669981,157.89219879754,151.891740406327,153.576800639476,
2026-04-23,153.576800639476,162.341168803353,153.833669577456,157.131866741119,
2026-04-24,157.131866741119,162.443916378545,155.097464752318,156.124940504238,
2026-04-27,156.124940504238,166.543544628706,159.443687182939,162.207596955604,
2026-04-28,162.207596955604,169.810917519812,158.570332793807,163.471392130465,
2026-04-29,163.471392130465,160.450613419821,157.707253162194,159.382038637824,
2026-04-30,159.382038637824,162.906280466909,151.819817103693,156.464007502371,
2026-05-01,156.464007502371,159.741655150996,148.716840332895,153.833669577456,
2026-05-04,153.833669577456,163.738535825965,156.268787109506,157.429834709176,
2026-05-05,157.429834709176,159.587533788208,156.782524985466,158.077144432886,
