Date,Open,High,Low,Close,
2026-09-25,406.325409136142,402.969763185455,393.951790863858,402.13476574827,
2026-09-28,402.13476574827,387.772809828689,363.04644822005,371.740859034738,
2026-09-29,371.740859034738,394.181415159084,379.151461289755,391.457236020268,
2026-09-30,391.457236020268,390.215177332455,383.169886456207,388.743494349417,
2026-10-01,388.743494349417,393.753478972526,365.56187799957,383.681322386483,
2026-10-02,383.681322386483,380.988455651561,370.624049962503,380.602269336863,
2026-10-05,380.602269336863,365.676690147183,360.478831100706,375.769721669156,
2026-10-06,375.769721669156,385.038193221908,378.535650679831,394.327539710591,
2026-10-07,394.327539710591,406.466314953667,367.304935149693,378.379088660358,
2026-10-08,378.379088660358,385.49744181236,355.969844939907,370.018676820544,
2026-10-09,370.018676820544,413.083669643358,370.22742617984,383.28469860382,
