Date,Open,High,Low,Close,
2026-05-13,43.687380583527,42.7986767363801,40.262619416473,41.0754583010586,
2026-05-14,41.0754583010586,35.5048024786987,32.9795830105861,34.5185579654015,
2026-05-15,34.5185579654015,34.3885037438678,32.4702039762458,32.9362316034082,
2026-05-18,32.9362316034082,37.8782920216886,34.8220178156468,35.8407758843274,
2026-05-19,35.8407758843274,30.8228505034857,26.5744126000516,28.3626581461399,
2026-05-20,28.3626581461399,29.7499031758327,27.7557384456494,27.9399819261554,
2026-05-21,27.9399819261554,26.4877097856958,24.5910857216628,25.4147624580429,
2026-05-22,25.4147624580429,25.9024657887942,25.0245997934418,25.7724115672605,
2026-05-25,25.7724115672605,31.8416085721663,30.1075522850503,31.4080945003873,
2026-05-26,31.4080945003873,26.8453588949135,25.2196811257423,26.0000064549445,
2026-05-27,26.0000064549445,28.5143880712626,27.1271430415698,28.3626581461399,
