Date,Open,High,Low,Close,
2026-03-23,65.6414969208906,63.936262434865,61.4085030791094,63.113737565135,
2026-03-24,63.113737565135,59.9841307437233,54.3769185220275,57.8977261961156,
2026-03-25,57.8977261961156,49.3013382283278,30.9650521080057,41.5675982946471,
2026-03-26,41.5675982946471,49.0305068687826,47.4957958313595,47.8368427285647,
2026-03-27,47.8368427285647,52.7820227380388,50.0837399336807,51.628481762198,
2026-03-30,51.628481762198,62.8830293699668,61.017302226433,61.2580412126954,
2026-03-31,61.2580412126954,56.5937233538607,54.0759947891994,55.891567977262,
2026-04-01,55.891567977262,53.1130388441497,47.3052108005684,50.1740170535291,
2026-04-02,50.1740170535291,47.4255802936997,46.6331477972525,46.7033633349124,
2026-04-03,46.7033633349124,45.7404073898626,42.3399692089057,45.1485907153008,
2026-04-06,45.1485907153008,66.8050686878257,56.3329227854098,60.4656087162482,
