Date,Open,High,Low,Close,
2026-07-17,22.3550202185792,23.1509572021858,21.8047427978142,22.099534273224,
2026-07-20,22.099534273224,24.1139426885246,22.2272772459016,23.5833180327869,
2026-07-21,23.5833180327869,23.9370678032787,22.797207431694,23.1411308196721,
2026-07-22,23.1411308196721,22.7775546666667,22.1093606557377,22.1191870382514,
2026-07-23,22.1191870382514,22.738249136612,21.637694295082,21.7556108852459,
2026-07-24,21.7556108852459,22.3943257486339,21.4116874972678,22.0307495956284,
2026-07-27,22.0307495956284,23.2885265573771,21.8538747103825,22.3255410710383,
2026-07-28,22.3255410710383,23.7994984480874,22.0307495956284,23.0428669945355,
2026-07-29,23.0428669945355,22.5908533989071,21.9914440655738,22.0602287431694,
2026-07-30,22.0602287431694,23.1607835846995,22.9740823169399,23.0625197595628,
2026-07-31,23.0625197595628,23.1706099672131,21.7850900327869,22.826686579235,
