Date,High,Low,
2025-12-12,16.65,16.37,
2025-12-15,16.56,16.4,
2025-12-16,16.4168,16.25,
2025-12-17,16.43,16.27,
2025-12-18,16.4,16.19,
2025-12-19,16.44,16.2,
2025-12-22,16.49,16.2845,
2025-12-23,16.39,16.18,
2025-12-24,16.39,16.27,
2025-12-26,16.38,16.23,
2025-12-29,16.34,16.24,
2025-12-30,16.55,16.28,
2025-12-31,16.54,16.39,
2026-01-02,16.64,16.33,
