Date,High,Low,
2026-05-15,27.14,26.94,
2026-05-18,27.125,26.925,
2026-05-19,27.24,27.0233,
2026-05-20,27.44,27.07,
2026-05-21,27.41,27.03,
2026-05-22,27.16,26.86,
2026-05-26,27.04,26.9,
2026-05-27,27.385,27.03,
2026-05-28,27.145,26.97,
2026-05-29,27.095,26.9,
2026-06-01,27.32,26.97,
2026-06-02,27.36,27.11,
2026-06-03,27.25,27,
2026-06-04,27.13,26.9,
2026-06-05,27,25.91,
