Date,Open,High,Low,Close,
2026-07-07,250.435018909047,258.010056323532,247.192943676468,254.676224244748,
2026-07-08,254.676224244748,257.653224143846,241.789484955502,242.809005468892,
2026-07-09,242.809005468892,244.052820495227,239.230488466894,243.604231469336,
2026-07-10,243.604231469336,257.102683066616,250.628727806591,256.919169374205,
2026-07-13,256.919169374205,253.259090731136,246.448693701693,251.790981191855,
2026-07-14,251.790981191855,262.913949992937,247.7740703691,249.976234678022,
2026-07-15,249.976234678022,261.027837043166,251.729809961052,255.043251629568,
2026-07-16,255.043251629568,255.879258450548,244.379067059512,253.044991423325,
2026-07-20,253.044991423325,238.883851492342,237.41574195306,238.129406312433,
2026-07-21,238.129406312433,241.99338905818,241.891437006841,251.14868326842,
