Date,High,Low,
2025-12-12,418.02,406.75,
2025-12-15,421.51,410,
2025-12-16,424.45,414.9,
2025-12-17,424.41,420.78,
2025-12-18,424.48,418.47,
2025-12-19,423.39,417.19,
2025-12-22,425.29,420.53,
2025-12-23,425.33,423,
2025-12-24,426.63,424.135,
2025-12-26,426,423.41,
2025-12-29,427.3,423.75,
2025-12-30,429.46,423.4,
2025-12-31,429,426.28,
2026-01-02,430.81,422.08,
