Date,High,Low,
2026-06-02,55.87,53.665,
2026-06-03,54.03,51.58,
2026-06-04,54.23,48.06,
2026-06-05,50.78,46.73,
2026-06-08,47.9604,45.745,
2026-06-09,46.43,43.76,
2026-06-10,46.24,44,
2026-06-11,45.33,43.87,
2026-06-12,45.2,43.48,
2026-06-15,46.5,43.4,
2026-06-16,45.29,43.905,
2026-06-17,45.09,42.35,
2026-06-18,43.91,41.3675,
2026-06-22,44.2066,42.255,
2026-06-23,44.02,42.62,
