Date,Open,High,Low,Close,
2026-02-18,169.774344592894,163.876997311776,155.387755407106,160.644999157711,
2026-02-19,160.644999157711,169.344111072385,157.496949007648,169.155228063381,
2026-02-20,169.155228063381,166.185567421822,158.06359803466,168.263280520864,
2026-02-23,168.263280520864,168.714501042373,147.57009753445,166.57382694033,
2026-02-24,166.57382694033,166.888631955336,156.048845938619,159.889467121696,
2026-02-25,159.889467121696,165.702866398812,154.139028847581,156.867338977636,
2026-02-26,156.867338977636,154.684690873592,151.57861472553,152.711912779553,
2026-02-27,152.711912779553,166.752216448833,164.013412818279,166.552839939329,
2026-03-03,166.552839939329,159.008013079679,158.273468044664,161.127700180721,
2026-03-04,161.127700180721,158.430870552167,153.393990312066,158.179026540162,
