Date,Open,High,Low,Close,
2026-04-15,105.612106025059,103.434960315479,100.117893974941,100.518406629062,
2026-04-16,100.518406629062,96.8727145210403,95.7430634453152,96.7392103030001,
2026-04-17,96.7392103030001,98.556921579394,97.0678360704837,98.0742524834024,
2026-04-20,98.0742524834024,102.377196126391,99.6044162132481,100.651910847102,
2026-04-21,100.651910847102,100.415711076723,98.7725822393052,100.148702640643,
2026-04-22,100.148702640643,100.467058852893,98.2899131433135,99.5736075475465,
2026-04-23,99.5736075475465,98.4439564718215,95.7430634453152,97.1294534018869,
2026-04-24,97.1294534018869,101.719944591424,99.2655208905306,101.042153945989,
2026-04-27,101.042153945989,99.2655208905306,97.1910707332901,97.4478096141367,
2026-04-28,97.4478096141367,103.681429641092,99.5633379923127,101.606979483852,
2026-04-29,101.606979483852,104.194907402785,101.001075725054,103.681429641092,
