Date,Open,High,Low,Close,
2026-08-11,164.381645792626,162.77792241904,156.558354207374,157.185451167558,
2026-08-12,157.185451167558,156.136862807905,145.188366699766,156.044340305583,
2026-08-13,156.044340305583,156.157423363977,153.443429962523,156.106021973798,
2026-08-14,156.106021973798,154.543419712355,149.536924308914,150.55467183446,
2026-08-17,150.55467183446,116.886761267177,114.368093148403,115.776491239309,
2026-08-18,115.776491239309,155.458364457542,153.638755245203,154.882668887536,
2026-08-19,154.882668887536,157.812548127743,151.037844902143,154.224731093245,
2026-08-20,154.224731093245,154.245291649316,153.895762196099,154.502298600211,
2026-08-21,154.502298600211,156.219105032192,148.457495115154,149.166834299625,
2026-08-24,149.166834299625,119.600754668631,114.717622601621,116.393307921458,
2026-08-25,116.393307921458,159.776081232583,153.782679137705,154.975191389859,
