Date,High,Low,
2026-01-02,160.79,149.75,
2026-01-05,167.7,160.96,
2026-01-06,167.14,154.05,
2026-01-07,170.16,158.45,
2026-01-08,170.62,156.17,
2026-01-09,167.2,155.46,
2026-01-12,163.82,154.69,
2026-01-13,173.76,162.8,
2026-01-14,190.2,176.12,
2026-01-15,179.25,170.09,
2026-01-16,173.88,167.59,
2026-01-20,165.72,158.85,
2026-01-21,165.72,156.01,
2026-01-22,164.64,159.44,
2026-01-23,168.9638,158.72,
