Date,High,Low,
2026-03-09,14.41,13.05,
2026-03-10,14.6251,13.7597,
2026-03-11,14.95,13.72,
2026-03-12,13.85,13.03,
2026-03-13,15.17,13.9539,
2026-03-16,15.375,14.67,
2026-03-17,15.34,14.75,
2026-03-18,15.185,14.61,
2026-03-19,14.775,13.86,
2026-03-20,14.9,13.512,
2026-03-23,15.48,14.1,
2026-03-24,15.2599,14.275,
2026-03-25,16.67,15.47,
2026-03-26,15.48,14.1007,
2026-03-27,14.245,13.44,
2026-03-30,14.01,11.8,
