Date,High,Low,
2026-02-03,246.6199,226.8794,
2026-02-04,231.11,205.11,
2026-02-05,215.85,204.57,
2026-02-06,232.45,218.76,
2026-02-09,231.315,223.39,
2026-02-10,229.31,220.25,
2026-02-11,240.34,230.04,
2026-02-12,238.91,229.64,
2026-02-13,242.7799,233.39,
2026-02-17,238.15,228.88,
2026-02-18,245.27,234.1,
2026-02-19,237.92,231.42,
2026-02-20,245.76,236.965,
2026-02-23,249.4,237.3701,
2026-02-24,247.76,238.975,
