Date,Open,High,Low,Close,
2025-11-28,150.513700189215,151.189628666036,149.592571333964,150.393269914853,
2025-12-01,150.393269914853,149.941927625355,149.670688268685,150.588562251656,
2025-12-02,150.588562251656,153.287936329234,152.584883916745,152.888671996216,
2025-12-03,152.888671996216,150.684038505203,149.030563386944,149.460206527909,
2025-12-04,149.460206527909,150.653659697256,149.850791201514,150.043913623463,
2025-12-05,150.043913623463,150.271754683065,149.377749763482,150.122030558184,
2025-12-08,150.122030558184,150.484406338694,149.646819205298,149.846451371807,
2025-12-09,149.846451371807,150.827252885525,149.887679754021,149.915888647114,
2025-12-10,149.915888647114,150.644980037843,149.846451371807,150.282604257332,
2025-12-11,150.282604257332,151.022545222327,149.471056102176,149.698897161779,
2025-12-12,149.698897161779,150.204487322611,149.81607256386,150.037403878903,
2025-12-15,150.037403878903,149.49275525071,149.356050614948,149.462376442763,
2025-12-16,149.462376442763,150.009194985809,149.731445884579,150.035233964049,
2025-12-17,150.035233964049,150.434498297067,148.874329517502,150.414969063387,
2025-12-18,150.414969063387,149.82258230842,149.395109082308,149.607760737938,
2025-12-19,149.607760737938,149.549173036897,149.119529895932,149.390769252602,
2025-12-22,149.390769252602,149.861640775781,149.486245506149,149.831261967833,
2025-12-23,149.831261967833,150.751305865658,148.140898297067,149.714086565752,
2025-12-24,149.714086565752,150.38459025544,148.739794796594,149.197646830653,
2025-12-25,149.197646830653,149.985325922422,148.0649512772,148.998014664144,
2025-12-26,148.998014664144,148.598750331126,148.353549952696,150.007025070956,
2025-12-29,150.007025070956,149.436337464522,148.804892242195,149.403788741722,
2025-12-30,149.403788741722,150.063442857143,148.700736329234,149.805222989593,
2025-12-31,149.805222989593,148.750644370861,148.188636423841,149.763994607379,
2026-01-01,149.763994607379,149.410298486282,147.279442100284,148.127878807947,
2026-01-02,148.127878807947,148.533652885525,147.661347114475,148.012873320719,
