Date,High,Low,
2026-02-02,49.84,45.5,
2026-02-03,51.49,48.43,
2026-02-04,49.698,47,
2026-02-05,50.86,46.785,
2026-02-06,51.3,48.83,
2026-02-09,51.22,47.59,
2026-02-10,50.5393,46.765,
2026-02-11,49.55,46.86,
2026-02-12,48.95,46.19,
2026-02-13,47.69,44.97,
2026-02-17,46.8299,45.455,
2026-02-18,46.77,44.88,
2026-02-19,45.17,43.92,
2026-02-20,44.39,42.88,
2026-02-23,44.55,43.18,
