Date,Open,High,Low,Close,
2026-08-27,1181.70779346544,1189.47515134733,1160.25564865267,1176.73896299684,
2026-08-28,1176.73896299684,991.533978236369,977.414080287133,987.079847338219,
2026-08-31,987.079847338219,1217.22004381268,1181.73849767844,1183.49590986954,
2026-09-01,1183.49590986954,1021.0968833132,928.388340197297,965.536397892068,
2026-09-02,965.536397892068,1223.62348823315,1162.65946532786,1215.06872888908,
2026-09-03,1215.06872888908,1157.56903001569,1136.99518729567,1172.93123658278,
2026-09-04,1172.93123658278,992.150082510263,978.232185962303,985.837538720368,
2026-09-07,985.837538720368,1210.87719981259,1178.71857672935,1195.97959646844,
2026-09-08,1195.97959646844,968.768420312494,963.314382478025,985.635537319092,
2026-09-09,985.635537319092,1196.01999674869,1161.01315390746,1197.73700865955,
2026-09-10,1197.73700865955,1157.93263253799,1134.40956935932,1169.39621206044,
