Date,Open,High,Low,Close,
2025-11-28,41.13,40.8460563380282,40.71,40.8933802816901,
2025-12-01,41.09,40.8873563218391,40.68,40.8590804597701,
2025-12-02,40.36,40.54,40.4023529411765,40.76,
2025-12-03,41.32,40.8390773067332,40.655,40.6749002493766,
2025-12-04,40.67,41.35,41.0138202247191,41.0902247191011,
2025-12-05,41.24,42.055,41.5672834645669,41.6763779527559,
2025-12-08,41.75,41.3995555555556,40.92,41.1597777777778,
2025-12-09,41.48,40.9062393162393,40.11,40.168547008547,
2025-12-10,39.7335384615385,40.26,39.68,39.7915384615385,
2025-12-11,39.97,40.55,40.1178431372549,40.5045098039216,
2025-12-12,40.1,40.98,40.2686666666667,40.496,
2025-12-15,40.9786624203822,41.31,40.8,41.1183439490446,
2025-12-16,41,40.7208333333333,40.65,40.6916666666667,
2025-12-17,40.6810909090909,40.9,40.47,40.7201818181818,
2025-12-18,40.8511320754717,40.91,40.39,40.5077358490566,
2025-12-19,41.02,40.6923910614525,40.482,40.5781787709497,
2025-12-22,40.482,41.02,40.68375,40.97427,
2025-12-23,40.6872164948454,40.6206597938144,40.482,41.02,
2025-12-24,41.02,40.9967641196013,40.482,40.9091827242525,
2025-12-25,41.02,40.7789376854599,40.482,40.6831513353116,
2025-12-26,40.482,40.5825353535353,40.5091717171717,41.02,
2025-12-29,41.02,40.6018514851485,40.482,40.5286089108911,
2025-12-30,40.482,41.02,40.5802434782609,40.9124,
2025-12-31,40.482,41.02,40.9587425742574,40.9787178217822,
2026-01-01,41.02,40.9047991169978,40.482,40.8157262693157,
