Date,High,Low,
2026-06-08,83.12,79.45,
2026-06-09,83.49,79.94,
2026-06-10,82.675,79.7,
2026-06-11,79.73,74.97,
2026-06-12,76.28,71.64,
2026-06-15,79.51,76.29,
2026-06-16,79.99,76.7,
2026-06-17,81,75.685,
2026-06-18,77.76,74.5,
2026-06-22,76.83,73.25,
2026-06-23,78.58,76.01,
2026-06-24,81.48,75.5175,
2026-06-25,82.445,78.65,
2026-06-26,84.88,80.44,
2026-06-29,86.71,84.48,
