Date,High,Low,
2026-08-03,165,159.32,
2026-08-04,170,162.77,
2026-08-05,172.09,163.94,
2026-08-06,162.73,158.27,
2026-08-07,164.4131,158.555,
2026-08-10,167.19,159.64,
2026-08-11,163.92,160.7375,
2026-08-12,165.11,160,
2026-08-13,166.7579,160.14,
2026-08-14,165.63,159.1041,
2026-08-17,160.43,155.57,
2026-08-18,159.9699,155.7,
2026-08-19,158.13,151.66,
2026-08-20,154.44,150.16,
2026-08-21,154.2402,148.25,
2026-08-24,153.8525,150.4,
