Date,Open,High,Low,Close,
2026-02-24,30.8722527472527,28.3385989010989,27.2527472527473,27.3379120879121,
2026-02-25,27.3379120879121,26.9653159340659,26.103021978022,26.560782967033,
2026-02-26,26.560782967033,27.0824175824176,25.9752747252747,26.3691620879121,
2026-02-27,26.3691620879121,27.5614697802198,26.4010989010989,26.6778846153846,
2026-03-02,26.6778846153846,26.6353021978022,26.0710851648352,26.3372252747253,
2026-03-03,26.3372252747253,28.3279532967033,27.7317994505495,27.9660027472527,
2026-03-04,27.9660027472527,27.5082417582418,26.4223901098901,26.9440247252747,
2026-03-05,26.9440247252747,27.5721153846154,26.720467032967,27.3166208791209,
2026-03-06,27.3166208791209,28.2960164835165,27.4124313186813,27.9127747252747,
2026-03-09,27.9127747252747,26.8695054945055,25.8155906593407,26.6565934065934,
2026-03-10,26.6565934065934,27.8914835164835,27.6040521978022,27.689217032967,
