Date,High,Low,
2026-03-13,84.68,81.395,
2026-03-16,85.29,82.025,
2026-03-17,88.41,85.77,
2026-03-18,88,85.14,
2026-03-19,90.125,85.62,
2026-03-20,90.4599,87.4294,
2026-03-23,92.14,86.955,
2026-03-24,89.195,85.55,
2026-03-25,91.29,86.565,
2026-03-26,92.13,88.275,
2026-03-27,89.98,87.8,
2026-03-30,89.99,86.05,
2026-03-31,92.435,88.83,
2026-04-01,94.88,91.32,
2026-04-02,93.64,90.14,
