Date,High,Low,
2025-12-17,91.44,89.4,
2025-12-18,90.935,89.085,
2025-12-19,89.6365,87.1001,
2025-12-22,89.89,87.12,
2025-12-23,90.25,88.36,
2025-12-24,91.14,89.19,
2025-12-26,92,90.3,
2025-12-29,91.77,84.78,
2025-12-30,86.94,85.11,
2025-12-31,86.44,84.85,
2026-01-02,87.4,85.7,
2026-01-05,88.95,85.13,
2026-01-06,89.57,84.33,
2026-01-07,87.5899,84.28,
