Date,Open,High,Low,Close,
2026-03-04,160.18850687797,173.57139312203,166.763913414069,169.500442898945,
2026-03-05,169.500442898945,164.626906289837,161.387551599258,164.549548565883,
2026-03-06,164.549548565883,172.546403279638,166.657546543632,169.742185786302,
2026-03-09,169.742185786302,171.318349411867,166.589858535172,168.949269115772,
2026-03-10,168.949269115772,166.860610569011,161.95806481342,165.371474382895,
2026-03-11,165.371474382895,172.053247789431,163.495549577008,169.30704858906,
2026-03-12,169.30704858906,168.020976428323,158.844416424267,159.782378827211,
2026-03-13,159.782378827211,167.208720326805,161.281184728821,165.661565847723,
2026-03-16,165.661565847723,165.642226416734,161.406891030247,163.079751810754,
2026-03-17,163.079751810754,168.639838219956,163.563237585468,165.777602433654,
2026-03-18,165.777602433654,171.34735855835,166.783252845057,170.448075017383,
