Date,High,Low,
2026-04-10,238.97,230.2,
2026-04-13,242.97,237.781,
2026-04-14,241.69,234.1398,
2026-04-15,236.5599,231.0275,
2026-04-16,242.65,236.68,
2026-04-17,229,214.71,
2026-04-20,228.609,223.23,
2026-04-21,234.27,224.36,
2026-04-22,236.77,231.89,
2026-04-23,236.25,230.39,
2026-04-24,235.85,232.114,
2026-04-27,241.3,236.54,
2026-04-28,241.35,238.11,
2026-04-29,252,242.12,
2026-04-30,254.3821,243.51,
2026-05-01,253.96,243.51,
