Date,Open,High,Low,Close,
2026-04-03,61.3042322324053,60.5075358810306,58.3657677675947,58.6244354141449,
2026-04-06,58.6244354141449,60.3419885872385,59.2348910600035,59.3073180010375,
2026-04-07,59.3073180010375,61.2214585855093,58.3450743558707,58.4071545910427,
2026-04-08,58.4071545910427,57.3621372989798,57.3207504755317,57.3621372989798,
2026-04-09,57.3621372989798,59.7729197648279,58.1588336503545,58.8831030606951,
2026-04-10,58.8831030606951,61.0145244682691,57.0413894172575,57.8691258862182,
2026-04-13,57.8691258862182,60.5282292927546,56.8551487117413,59.2348910600035,
2026-04-14,59.2348910600035,59.9177736468961,57.9622462389763,58.8106761196611,
2026-04-15,58.8106761196611,58.5106216496628,57.0620828289815,57.3207504755317,
2026-04-16,57.3207504755317,60.0108939996542,59.0589970603493,60.1040143524123,
